Event_id,cause_of_death,CartoDB_Cause_of_death,dataset,date,quarter,Date-month,Year,dead,missing,dead_and_missing,description,location,latitude,longitude,latlong,Somme Dedoublement,name,route,source,source_url
34558,unknown,unknown - supposedly exhaustion related death,United,2008-04-09T00:00:00Z,2Q2008,2008 -- 4,2008,0,0,2,"decomposing bodies found by Rescue Guard along coast between Estepona and Casares (E) (Apr 9, 2008)",estepona,36.42985,-5.149141,"36.42985, -5.149141",6,"Event at Estepona on Apr 09, 2008",Western Mediteranean route,NOB/Sur,
34559,unknown,unknown - supposedly exhaustion related death,Del grande,2008-04-08T00:00:00Z,2Q2008,2008 -- 4,2008,0,0,16,"Shipwreck on routes to Spain off Bthioua, near Oran. 13 bodies recovered near the port and Mers El Hadjadj, 3 missing in sea (Apr 9, 2008)",oran,35.696944,-0.633056,"35.696944, -0.633056",120,"Event at Oran on Apr 08, 2008",Western Mediteranean route,Algeria Watch,http://www.algeria-watch.org/fr/article/pol/migration/ruee_mort.htm
34560,drowned,drowning or exhaustion related death,Del grande,2008-04-07T00:00:00Z,2Q2008,2008 -- 4,2008,0,0,8,"Fished in the sea, two miles from Cap Carbon, in the province of Arzew, the bodies of eight men drowned en route to Spain (Apr 8, 2008)",arzew,35.85,-0.316667,"35.85, -0.316667",81,"Event at Arzew on Apr 07, 2008",Western Mediteranean route,El Khabar,http://www.elkhabar.com/quotidienFrEn/lire.php?idc=122&ida=104653&key=2&cahed=1
34561,asphyxiated,drowning or exhaustion related death,United,2008-04-06T00:00:00Z,2Q2008,2008 -- 4,2008,0,0,1,"stowaway, found on a Greek ferry in the port of Venice (I) under truck where he was hidden (Apr 6, 2008)",venice,45.440847,12.315515,"45.440847, 12.315515",13,"Event at Venice on Apr 06, 2008",,Reu./Picum/NOB,
34562,suicide - other,suicide,United,2008-04-04T00:00:00Z,2Q2008,2008 -- 4,2008,0,0,1,"suicide, took 40 antidepressant pills in Birkenfeld (D) as latest asylum claim was rejected  (Apr 4, 2008)","Birkenfeld, germany",49.651244,7.163161,"49.651244, 7.163161",1,"Event at Birkenfeld, Germany on Apr 04, 2008",,ARI,
34563,heart failure,drowning or exhaustion related death,United,2008-04-03T00:00:00Z,2Q2008,2008 -- 4,2008,0,0,1,"died of heart attack after jumping into river Marne in Paris (F) to avoid a police identy check (Apr 3, 2008)",paris,48.856614,2.352222,"48.856614, 2.352222",30,"Event at Paris on Apr 03, 2008",,IRR/20Mf,
34564,drowned,drowning or exhaustion related death,United,2008-03-31T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,2,"drowned, bodies found floating near the coasts of Barbate (E) (Mar 31, 2008)",barbate,36.19002,-5.92248,"36.19002, -5.92248",74,"Event at Barbate on Mar 31, 2008",Western Mediteranean route,Verdad/MUGAK/EP,
34566,unknown,unknown - supposedly exhaustion related death,Del grande,2008-03-29T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,1,"Fished out a dead body on the beaches of Melilla. Another body was found March 22 in Melilla on the beach of Goods Enzar (Mar 30, 2008)",melilla,35.292278,-2.938097,"35.292278, -2.938097",79,"Event at Melilla on Mar 29, 2008",Western Mediteranean route,Diario Sur,http://www.diariosur.es/20080330/melilla/guardia-civil-halla-cerca-20080330.html
34565,unknown,unknown - supposedly exhaustion related death,Del grande,2008-03-29T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,5,"Started three weeks ago from Mostaganem for Spain, 3 men Tiaret are lost at sea. The bodies of two other victims, Tiaret and Rahouia, were repatriated from Spain (Mar 30, 2008)",mostaganem,35.939838,0.089767,"35.939838, 0.089767",38,"Event at Mostaganem on Mar 29, 2008",Western Mediteranean route,Quotidien dOran,http://www.lequotidien-oran.com/index.php?news=5101353
34567,suicide - hanged,suicide,United,2008-03-29T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,1,"suicide, found hanged at Pentonville prison (GB), sentenced for having a fake passport (Mar 29, 2008)","Pentonville, uk",51.519411,-0.126966,"51.519411, -0.126966",1,"Event at Pentonville, Uk on Mar 29, 2008",,IRR/BBC/OBS,
34568,drowned,drowning or exhaustion related death,United,2008-03-28T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,1,"body found in a fishing platform in Melilla (E) reportedly after swiming from Beni Enzar (MA) (Mar 28, 2008)",melilla,35.292278,-2.938097,"35.292278, -2.938097",79,"Event at Melilla on Mar 28, 2008",Western Mediteranean route,MUGAK/Sur/EFE,
34569,suicide - jumped from building,suicide,United,2008-03-28T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,1,"suicide, jumped from 19th floor of building in Berlin (D) after asylum claim rejected (Mar 28, 2008)",berlin,52.520007,13.404954,"52.520007, 13.404954",6,"Event at Berlin on Mar 28, 2008",,ARI,
34570,drowned,drowning or exhaustion related death,Del grande,2008-03-26T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,4,"Fished in the sea off the coast of Dakhla the bodies of three men and a woman drowned on the routes to the Canary Islands. I could be missing tens (Mar 27, 2008)",dakhla,23.69751,-15.93698,"23.69751, -15.93698",177,"Event at Dakhla on Mar 26, 2008",Western African route,Assabah,http://canarias24horas.com/index.php/2008032747171/inmigracion/rescatados-los-cadaveres-de-cuatro-inmigrantes-en-el-sahara-de-un-posible-cayuco-naufragado.html
34571,shot by the police,authorities related death,Del grande,2008-03-26T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,2,"Two Ivorians killed in the fire of the Egyptian police while trying to cross the border into Israel along the Sinai (Mar 27, 2008)","Sinai, Egypt",24.088938,32.899829,"24.088938, 32.899829",129,"Event at Sinai, Egypt on Mar 26, 2008",,Reuters,http://africa.reuters.com/country/ER/news/usnL27787267.html
34572,unknown,unknown - supposedly exhaustion related death,Del grande,2008-03-22T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,6,"6 recovered corpses, including that of a Somali woman, Ayse Abdurrahman, off Tekagac, near Didim, in the province of Aydin, victims of a shipwreck that could have made more victims (Mar 23, 2008)",didim,37.369342,27.27349,"37.369342, 27.27349",13,"Event at Didim on Mar 22, 2008",Eastern Mediteranean route Sea,Xinhua,http://news.xinhuanet.com/english/2008-03/23/content_7843221.htm
34573,lack of medical care,drowning or exhaustion related death,United,2008-03-22T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,1,"no medical care, he got high dosages of cortisone in detention centre FG II in Zurich (CH) (Mar 22, 2008)",zurich,47.36865,8.539183,"47.36865, 8.539183",9,"Event at Zurich on Mar 22, 2008",,NR/AugenAufCH,
34574,drowned,drowning or exhaustion related death,United,2008-03-18T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,40,"at least 40 drowned, overloaded boat sank near Zawia s coast (LY) on way to Lampedusa (I)  (Mar 18, 2008)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Mar 18, 2008",Central Mediteranean route,FE/CDS,
34575,lack of medical care,drowning or exhaustion related death,United,2008-03-18T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,1,"died in Ghana of cancer after being removed from hospital (GB) because visa expired  (Mar 18, 2008)",ghana,7.946527,-1.023194,"7.946527, -1.023194",5,"Event at Ghana on Mar 18, 2008",,BBC/WIK/Independent/Times/IRR,
34576,shot by the police,authorities related death,Del grande,2008-03-17T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,1,"Egyptian police fired on a group of migrants attempting to cross the Israeli border. An Eritrean woman murdered 25 years dies. It is the eighth victim so far this year (Mar 18, 2008)","Sinai, Egypt",24.088938,32.899829,"24.088938, 32.899829",129,"Event at Sinai, Egypt on Mar 17, 2008",,Reuters,http://africa.reuters.com/country/EG/news/usnL18667569.html
34577,drowned,drowning or exhaustion related death,United,2008-03-13T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,4,"drowned, shipwreck near Iskenderun s Kale village (TR) due to strong wind, 3 survivors (Mar 13, 2008)","Iskenderun kale, turkey",36.2941,35.793903,"36.2941, 35.793903",4,"Event at Iskenderun Kale, Turkey on Mar 13, 2008",Eastern Mediteranean route Sea,TP/NOB,
34578,lack of medical care,drowning or exhaustion related death,United,2008-03-07T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,1,"died of cancer after medical neglect from the staff of Lindholme removal centre (GB) (Mar 7, 2008)","lindholme, uk",53.54368,-0.974168,"53.54368, -0.974168",1,"Event at Lindholme, Uk on Mar 07, 2008",,IRR,
34579,unknown,unknown - supposedly exhaustion related death,Del grande,2008-03-04T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,2,"Two found dead on board a pirogue landed in the Canary Islands, the port of Los Cristianos, Tenerife (Mar 5, 2008)",tenerife,28.291564,-16.62913,"28.291564, -16.62913",1120,"Event at Tenerife on Mar 04, 2008",Western African route,Afp,http://www.jeuneafrique.com/jeune_afrique/article_depeche.asp?art_cle=AFP33038deuxiseiran0
34580,unknown,unknown - supposedly exhaustion related death,Del grande,2008-03-02T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,1,"Fished out a dead body along the coasts of Bthioua, near Oran (Mar 3, 2008)",oran,35.696944,-0.633056,"35.696944, -0.633056",120,"Event at Oran on Mar 02, 2008",Western Mediteranean route,Le Quotidien dOran,http://www.lequotidien-oran.com/index.php?news=5100130
34581,lack of medical care,drowning or exhaustion related death,United,2008-03-01T00:00:00Z,1Q2008,2008 -- 3,2008,0,0,1,"no medical care, died in detention of heart failure, treated with wrong medicine (NL)  (Mar 1, 2008)",Netherland,55.57156,-4.410332,"55.57156, -4.410332",11,"Event at Netherland on Mar 01, 2008",,Statewatch/VG/SCH/Dag,
34582,drowned,drowning or exhaustion related death,Del grande,2008-02-29T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,1,"Fished out the body of a woman drowned in front of the coast of Canos de Meca, Barbate, Cdiz close (Mar 1, 2008)",barbate,36.19002,-5.92248,"36.19002, -5.92248",74,"Event at Barbate on Feb 29, 2008",Western Mediteranean route,Abc,http://www.abc.es/20080301/nacional-sucesos/inmigrante-muere-ahogada-cadiz_200803010252.html
34583,shot by the police,authorities related death,Del grande,2008-02-24T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,1,"Another Eritrean woman killed in the shooting of Egyptian border police along the border with Israel (Feb 25, 2008)","Sinai, Egypt",24.088938,32.899829,"24.088938, 32.899829",129,"Event at Sinai, Egypt on Feb 24, 2008",,Reuters,http://africa.reuters.com/country/ER/news/usnL25673152.html
34584,shot by the police,authorities related death,Del grande,2008-02-18T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,1,"Egyptian police kill a Sudanese Ermeniry Khasheef, on the border with Israel by shooting him in the back while trying to overcome the barrier of barbed wire near Rafah (Feb 19, 2008)",rafah,31.280267,34.240191,"31.280267, 34.240191",4,"Event at Rafah on Feb 18, 2008",,Amnesty,http://www.amnesty.org.uk/news_details.asp?NewsID=17673
34585,suicide - put on fire,suicide,United,2008-02-17T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,1,"suicide, set himself on fire in Nelson (GB), depression after his asylum claim was refused (Feb 17, 2008)","nelson, uk",53.835187,-2.219377,"53.835187, -2.219377",3,"Event at Nelson, Uk on Feb 17, 2008",,IRR,
34586,shot by the police,authorities related death,Del grande,2008-02-15T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,1,"Egyptian police kill Eritrean woman, Mervat Mer Hatover, on the border with Israel by shooting as he tried to jump the barbed wire fence in the region of El Kuntilla in the south of the Sinai peninsula (Feb 16, 2008)","El Kuntilla, Egypt",30.000473,34.679418,"30.000473, 34.679418",1,"Event at El Kuntilla, Egypt on Feb 15, 2008",,Amnesty,http://www.amnesty.org.uk/news_details.asp?NewsID=17673
34587,suicide - other,suicide,United,2008-02-14T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,1,"suicide, after failed asylum claim in Meudon, a western suburb of Paris (F) (Feb 14, 2008)",paris,48.856614,2.352222,"48.856614, 2.352222",30,"Event at Paris on Feb 14, 2008",,MNS/IRR,
34588,unknown,unknown - supposedly exhaustion related death,Del grande,2008-02-12T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,24,"Shipwreck in the waters of Tarfaya on the route to the Canary Islands, 24 missing (Feb 13, 2008)",tarfaya,27.93556,-12.91871,"27.93556, -12.91871",85,"Event at Tarfaya on Feb 12, 2008",Western African route,Abc,http://www.abc.es/20080214/nacional-sucesos/desaparecen-subsaharianos-iban-hacia_200802140249.html
34590,suicide - hanged,suicide,United,2008-02-11T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,1,"suicide, father was repratiated, hanged himself with bathrobe belt in Madrid care centre (E) (Feb 11, 2008)",madrid,40.416775,-3.70379,"40.416775, -3.70379",1,"Event at Madrid on Feb 11, 2008",Western Mediteranean route,AOL/Publico/Terra/ABC/adn/EPress/Kaoenlared/ASSI/Diagonal/DiarioRJ/MadD/20ME,
34589,frozen,drowning or exhaustion related death,United,2008-02-11T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,1,"stowaway, died from hypothermia in the back of a lorry traveling from France to GB (Feb 11, 2008)",france,46.227638,2.213749,"46.227638, 2.213749",8,"Event at France on Feb 11, 2008",,IRR,
34591,drowned,drowning or exhaustion related death,United,2008-02-10T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,1,"body found in an advanced state of decomposition in Mediterranean Sea, off Delimara (M) (Feb 10, 2008)",delimara,35.834673,14.552498,"35.834673, 14.552498",6,"Event at Delimara on Feb 10, 2008",Central Mediteranean route,TimesM/NOB,
34592,lack of medical care,drowning or exhaustion related death,United,2008-02-10T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,1,"died from lung cancer after being denied treatment although he was living legally in GB  (Feb 10, 2008)",Great Britain,55.378051,-3.435973,"55.378051, -3.435973",23,"Event at Great Britain on Feb 10, 2008",,IRR,
34593,drowned,drowning or exhaustion related death,United,2008-02-09T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,1,"drowned, body found by fishermen pulling in the nets near the shore of Alexandroupolis (GR) (Feb 9, 2008)",alexandroupolis,40.845719,25.873962,"40.845719, 25.873962",63,"Event at Alexandroupolis on Feb 09, 2008",Eastern Mediteranean route Sea,NOB/KI,
34594,fall,"violent accidental death (transport, blown in minefield...)",United,2008-02-08T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,1,"died after falling from third floor of a tower block raided by police and immigration officials (Feb 8, 2008)",Great Britain,55.378051,-3.435973,"55.378051, -3.435973",23,"Event at Great Britain on Feb 08, 2008",,Guardian Un./IRR/INDgb/4wardUK/JCWI,
34595,drowned,drowning or exhaustion related death,United,2008-02-07T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,1,"drowned, part of his body found in sea near Motril (E), likely to be travelling from Maghreb (Feb 7, 2008)","Motril, spain",36.748374,-3.516861,"36.748374, -3.516861",69,"Event at Motril, Spain on Feb 07, 2008",Western Mediteranean route,NOB/Ideal,
34596,run over by a bus,"violent accidental death (transport, blown in minefield...)",Del grande,2008-02-05T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,1,"In Ceuta, a man dies crushed under the wheels of the bus tour in which he was hiding to embark towards Algeciras (Feb 6, 2008)",algeciras,36.132977,-5.453909,"36.132977, -5.453909",29,"Event at Algeciras on Feb 05, 2008",Western Mediteranean route,El Pais,http://www.elpais.com/articulo/espana/inmigrante/muere/caer/bus/fugaba/elpepiesp/20080206elpepinac_21/Tes
34597,drowned,drowning or exhaustion related death,Del grande,2008-02-02T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,2,"Fished out the bodies of two migrants drowned, one on the beach of La Barrosa, Chiclana (Cadiz) and the other in front of Isleta in Tarifa (Feb 3, 2008)",tarifa,36.018776,-5.600819,"36.018776, -5.600819",492,"Event at Tarifa on Feb 02, 2008",Western Mediteranean route,El Pais,http://www.elpais.com/articulo/andalucia/Hallados/cadaveres/identificar/aguas/Cadiz/elpepiespand/20080203elpand_1/Tes
34598,drowned,drowning or exhaustion related death,United,2008-02-01T00:00:00Z,1Q2008,2008 -- 2,2008,0,0,1,"drowned, body found on the coast of Barranco Hondo in Tarifa (E) (Feb 1, 2008)",tarifa,36.018776,-5.600819,"36.018776, -5.600819",492,"Event at Tarifa on Feb 01, 2008",Western Mediteranean route,TySp/NOB,
34338,shot by the police,authorities related death,United,2008-12-31T00:00:00Z,4Q2008,2008 -- 12,2008,0,0,1,"died on way to hospital in Nador (MA) after being shot by border guards in Farhana (E/MA) (Dec 31, 2008). From Del Grande's data set (translated): He died at the hospital in Nador El Hassani an immigrant Moroccan police wounded by gunfire while trying to cross the frontier of the Spanish enclave of Melilla (Jan 1, 2009)",melilla,35.292278,-2.938097,"35.292278, -2.938097",79,"Event at Melilla on Dec 31, 2008",Western Mediteranean route,AI/Diversity/MUGAK/Connect/EP/Tribuna/ELM/LV/ELC/SUR/VDG/Provincias/PICUM/BBC/FMLN/NOB,http://www.elpais.com/articulo/espana/policia/marroqui/mata/tiros/subsahariano/asalto/Melilla/elpepiesp/20090102elpepinac_9/Tes
34340,drowned,drowning or exhaustion related death,United,2008-12-31T00:00:00Z,4Q2008,2008 -- 12,2008,0,0,12,"reportedly missing, left Arzew s coast (DZ) on 2 January in bad weather conditions (Dec 31, 2008)",arzew,35.85,-0.316667,"35.85, -0.316667",81,"Event at Arzew on Dec 31, 2008",Western Mediteranean route,QUOTI/FE,
34339,heart failure,drowning or exhaustion related death,United,2008-12-31T00:00:00Z,4Q2008,2008 -- 12,2008,0,0,1,"heart attack from stress, soon after his release from 1 year's det in Busmantsi centre (BG) (Dec 31, 2008)",busmantsi,42.675931,23.433222,"42.675931, 23.433222",2,"Event at Busmantsi on Dec 31, 2008",Eastern Mediteranean route Land,GloDP/IRR,http://www.ipsnews.net/2009/10/bulgaria-migrants-denied-even-medicine/
34341,drowned,drowning or exhaustion related death,United,2008-12-23T00:00:00Z,4Q2008,2008 -- 12,2008,0,0,1,"body found in an advanced state of decomposition by a fisherman near off Melilla s coast (E)  (Dec 23, 2008)",melilla,35.292278,-2.938097,"35.292278, -2.938097",79,"Event at Melilla on Dec 23, 2008",Western Mediteranean route,MUGAK/Publico/SUR/NOB,
